id,study,start_date,dob1,dob2,gender,ethnic,eng,edu,emp,age,honest,honest1,honest2
2_458,2,2018-10-15T11:32:22Z,2000,5,Female,White/Caucasian,Yes,High School,"Student,Part time",18.4166666666667,Yes,NA,NA
2_459,2,2018-10-19T12:28:04Z,1999,6,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,Student,19.3333333333333,Yes,NA,NA
2_460,2,2018-10-22T13:27:24Z,1999,3,Female,White/Caucasian,Yes,High School,Student,19.5833333333333,Yes,NA,NA
2_461,2,2018-10-22T14:35:41Z,2000,3,Female,Chinese,Yes,High School,Student,18.5833333333333,Yes,NA,NA
2_462,2,2018-10-22T16:20:01Z,2000,3,Female,White/Caucasian,Yes,Bachelor degree,Student,18.5833333333333,Yes,NA,NA
2_463,2,2018-10-22T16:12:51Z,1999,6,Female,Middle Eastern,Yes,High School,Student,19.3333333333333,Yes,NA,NA
2_464,2,2018-10-22T16:56:18Z,1996,12,Female,Other Asian,No,High School,"Student,Part time",21.8333333333333,Yes,NA,NA
2_465,2,2018-10-22T13:56:30Z,1999,2,Male,"White/Caucasian,Chinese,Other Asian",Yes,High School,"Student,Part time",19.6666666666667,Yes,NA,NA
2_466,2,2018-10-22T20:37:51Z,1999,12,Male,Other Asian,Yes,High School,"Student,Part time",18.8333333333333,Yes,NA,NA
2_468,2,2018-10-22T21:11:00Z,1997,11,Female,Other Asian,No,High School,"Student,Part time",20.9166666666667,Yes,NA,NA
2_469,2,2018-10-22T23:08:57Z,1998,10,Female,White/Caucasian,Yes,High School,Student,20,Yes,NA,NA
2_472,2,2018-10-23T22:47:03Z,1997,1,Female,White/Caucasian,Yes,High School,"Student,Part time",21.75,Yes,NA,NA
2_474,2,2018-10-24T03:10:09Z,1999,5,Female,Chinese,Yes,High School,"Student,Part time",19.4166666666667,Yes,NA,NA
2_475,2,2018-10-24T17:34:27Z,1999,10,Female,"White/Caucasian,Indonesian",Yes,High School,Student,19,Yes,NA,NA
2_478,2,2018-10-24T22:08:33Z,1999,3,Male,White/Caucasian,Yes,High School,Student,19.5833333333333,Yes,NA,NA
2_480,2,2018-10-25T07:12:01Z,1998,9,Male,Other Asian,Yes,High School,Student,20.0833333333333,Yes,NA,NA
2_483,2,2018-10-25T12:49:22Z,1992,8,Female,White/Caucasian,Yes,Bachelor degree,"Student,Part time",26.1666666666667,Yes,NA,NA
2_485,2,2018-10-25T11:33:18Z,2000,3,Male,Chinese,No,High School,Student,18.5833333333333,Yes,NA,NA
2_486,2,2018-10-25T16:34:50Z,1997,8,Male,Chinese,Yes,High School,Student,21.1666666666667,Yes,NA,NA
2_487,2,2018-10-25T17:41:27Z,1999,3,Male,White/Caucasian,Yes,High School,"Student,Part time",19.5833333333333,Yes,NA,NA
2_488,2,2018-10-25T17:49:51Z,1999,3,Female,Chinese,No,High School,Student,19.5833333333333,Yes,NA,NA
2_489,2,2018-10-25T19:19:30Z,1989,11,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",No,Postgraduate degree,"Student,Part time",28.9166666666667,Yes,NA,NA
2_490,2,2018-10-26T11:40:05Z,1997,10,Female,"White/Caucasian,Hispanic",Yes,"Trade, technical or vocational training",Student,21,Yes,NA,NA
2_491,2,2018-10-26T14:19:38Z,1999,9,Female,Chinese,No,High School,Student,19.0833333333333,Yes,NA,NA
3_1,3,2019-05-13T10:52:28Z,1996,6,Female,White/Caucasian,Yes,Bachelor degree,"Student,Part time",22.9166666666667,NA,Yes,Yes
3_2,3,2019-05-13T11:22:17Z,1983,2,Male,White/Caucasian,Yes,Bachelor degree,Full time,36.25,NA,Yes,Yes
3_3,3,2019-05-13T11:20:49Z,1954,2,Female,White/Caucasian,Yes,"Trade, technical or vocational training",Part time,65.25,NA,Yes,Yes
3_4,3,2019-05-13T11:19:34Z,1982,2,Male,White/Caucasian,Yes,"Trade, technical or vocational training",Full time,37.25,NA,Yes,Yes
3_5,3,2019-05-13T11:54:34Z,1987,4,Male,White/Caucasian,Yes,Bachelor degree,Full time,32.0833333333333,NA,Yes,Yes
3_6,3,2019-05-13T11:48:49Z,1989,12,Male,"White/Caucasian,African or African American",Yes,High School,Full time,29.4166666666667,NA,Yes,Yes
3_7,3,2019-05-13T11:39:53Z,1965,1,Male,White/Caucasian,Yes,Bachelor degree,Full time,54.3333333333333,NA,Yes,Yes
3_8,3,2019-05-13T12:15:30Z,1974,7,Female,"White/Caucasian,Aboriginal or Torres Strait Islander",Yes,"Trade, technical or vocational training",Full time,44.8333333333333,NA,Yes,Yes
3_9,3,2019-05-13T14:04:04Z,1947,2,Male,White/Caucasian,Yes,High School,Full time,72.25,NA,Yes,Yes
3_10,3,2019-05-14T10:11:11Z,1988,7,Male,White/Caucasian,Yes,Bachelor degree,Full time,30.8333333333333,NA,Yes,Yes
3_11,3,2019-05-14T10:15:59Z,1981,7,Male,White/Caucasian,Yes,High School,Full time,37.8333333333333,NA,Yes,Yes
3_12,3,2019-05-14T10:19:19Z,1994,12,Male,White/Caucasian,Yes,High School,Full time,24.4166666666667,NA,Yes,Yes
3_13,3,2019-05-14T10:33:42Z,1973,7,Female,White/Caucasian,Yes,Postgraduate degree,Part time,45.8333333333333,NA,Yes,Yes
3_14,3,2019-05-14T10:30:46Z,1989,7,Female,White/Caucasian,Yes,High School,Full time,29.8333333333333,NA,Yes,Yes
3_15,3,2019-05-14T10:30:53Z,1985,5,Male,African or African American,Yes,High School,Prefer not to say,34,NA,Yes,Yes
3_16,3,2019-05-14T10:32:19Z,1983,12,Male,Chinese,Yes,"Trade, technical or vocational training",Full time,35.4166666666667,NA,Yes,Yes
3_17,3,2019-05-14T10:17:58Z,1988,8,Male,White/Caucasian,Yes,"Trade, technical or vocational training",Part time,30.75,NA,Yes,Yes
3_18,3,2019-05-14T10:28:16Z,1982,12,Female,White/Caucasian,Yes,High School,Not employed,36.4166666666667,NA,Yes,Yes
3_19,3,2019-05-14T10:23:55Z,1989,12,Male,White/Caucasian,Yes,Did not complete high school,Not employed,29.4166666666667,NA,Yes,Yes
3_20,3,2019-05-14T10:36:52Z,1987,4,Female,White/Caucasian,Yes,High School,Full time,32.0833333333333,NA,Yes,Yes
3_21,3,2019-05-14T10:21:02Z,1983,10,Male,"White/Caucasian,Other Asian,Other",Yes,Bachelor degree,Full time,35.5833333333333,NA,Yes,Yes
3_22,3,2019-05-14T10:32:12Z,1974,1,Female,White/Caucasian,Yes,Bachelor degree,Part time,45.3333333333333,NA,Yes,Yes
3_23,3,2019-05-14T10:45:04Z,1996,7,Male,White/Caucasian,Yes,High School,Full time,22.8333333333333,NA,Yes,Yes
3_24,3,2019-05-14T11:06:19Z,1991,3,Male,White/Caucasian,Yes,Bachelor degree,Full time,28.1666666666667,NA,Yes,Yes
3_25,3,2019-05-14T10:49:18Z,1983,8,Male,White/Caucasian,Yes,High School,Full time,35.75,NA,Yes,Yes
3_26,3,2019-05-14T10:59:53Z,1991,10,Male,African or African American,Yes,Bachelor degree,Full time,27.5833333333333,NA,Yes,Yes
3_27,3,2019-05-14T10:25:15Z,1976,6,Male,White/Caucasian,Yes,High School,Part time,42.9166666666667,NA,Yes,Yes
3_28,3,2019-05-14T11:24:27Z,1966,8,Male,White/Caucasian,Yes,Bachelor degree,Full time,52.75,NA,Yes,Yes
3_29,3,2019-05-14T11:21:21Z,1959,9,Male,White/Caucasian,Yes,High School,Full time,59.6666666666667,NA,Yes,Yes
3_30,3,2019-05-14T11:29:37Z,1989,3,Male,"White/Caucasian,Hispanic",Yes,Bachelor degree,Full time,30.1666666666667,NA,Yes,Yes
3_31,3,2019-05-14T11:30:20Z,1987,10,Male,White/Caucasian,Yes,Bachelor degree,Full time,31.5833333333333,NA,Yes,Yes
3_32,3,2019-05-14T11:37:48Z,1998,8,Male,African or African American,Yes,High School,Full time,20.75,NA,Yes,Yes
3_33,3,2019-05-14T11:29:50Z,1988,1,Female,White/Caucasian,Yes,Bachelor degree,Full time,31.3333333333333,NA,Yes,Yes
3_34,3,2019-05-14T11:39:51Z,1981,7,Male,Hispanic,Yes,Bachelor degree,Full time,37.8333333333333,NA,Yes,Yes
3_35,3,2019-05-14T11:44:30Z,1987,3,Female,Other Asian,Yes,Bachelor degree,Full time,32.1666666666667,NA,Yes,Yes
3_36,3,2019-05-14T12:05:02Z,1980,6,Female,"White/Caucasian,Other Asian",Yes,Bachelor degree,Full time,38.9166666666667,NA,Yes,Yes
3_37,3,2019-05-14T11:58:52Z,1995,9,Female,White/Caucasian,Yes,Bachelor degree,Full time,23.6666666666667,NA,Yes,Yes
3_38,3,2019-05-14T12:04:44Z,1987,10,Male,White/Caucasian,Yes,"Trade, technical or vocational training",Full time,31.5833333333333,NA,Yes,Yes
3_39,3,2019-05-14T11:56:22Z,1987,9,Female,White/Caucasian,Yes,Bachelor degree,Full time,31.6666666666667,NA,Yes,Yes
3_40,3,2019-05-14T12:11:14Z,1989,10,Male,White/Caucasian,Yes,High School,Full time,29.5833333333333,NA,Yes,Yes
3_41,3,2019-05-14T12:50:43Z,1983,2,Female,White/Caucasian,Yes,Bachelor degree,Full time,36.25,NA,Yes,Yes
3_43,3,2019-05-14T13:12:30Z,1982,4,Male,White/Caucasian,Yes,Bachelor degree,Full time,37.0833333333333,NA,Yes,Yes
3_44,3,2019-05-14T13:13:11Z,1992,4,Prefer not to say,African or African American,Yes,High School,Part time,27.0833333333333,NA,Yes,Yes
3_45,3,2019-05-14T13:22:58Z,1989,6,Female,White/Caucasian,Yes,"Trade, technical or vocational training",Full time,29.9166666666667,NA,Yes,Yes
3_46,3,2019-05-14T12:57:56Z,1991,9,Female,African or African American,Yes,"Trade, technical or vocational training",Student,27.6666666666667,NA,Yes,Yes
3_47,3,2019-05-14T13:48:25Z,1979,7,Female,White/Caucasian,Yes,Bachelor degree,Full time,39.8333333333333,NA,Yes,Yes
3_48,3,2019-05-14T13:52:51Z,1980,11,Male,White/Caucasian,Yes,High School,Full time,38.5,NA,Yes,Yes
3_49,3,2019-05-14T13:50:54Z,1986,5,Male,White/Caucasian,Yes,High School,Student,33,NA,Yes,Yes
3_50,3,2019-05-14T14:54:55Z,1986,10,Male,Chinese,Yes,Bachelor degree,Full time,32.5833333333333,NA,Yes,Yes
3_51,3,2019-05-14T14:54:59Z,1988,1,Male,White/Caucasian,Yes,High School,Full time,31.3333333333333,NA,Yes,Yes
3_52,3,2019-05-14T15:21:16Z,1995,5,Male,White/Caucasian,Yes,"Trade, technical or vocational training",Full time,24,NA,Yes,Yes
3_53,3,2019-05-14T15:42:11Z,1986,11,Male,White/Caucasian,Yes,High School,Full time,32.5,NA,Yes,Yes
3_54,3,2019-05-14T15:24:09Z,1993,9,Male,Hispanic,Yes,High School,Not employed,25.6666666666667,NA,Yes,Yes
3_55,3,2019-05-15T10:03:56Z,1987,2,Female,White/Caucasian,Yes,High School,Full time,32.25,NA,Yes,Yes
3_57,3,2019-05-15T10:06:20Z,1985,8,Female,White/Caucasian,Yes,Bachelor degree,Full time,33.75,NA,Yes,Yes
3_58,3,2019-05-15T10:05:50Z,1980,10,Female,African or African American,Yes,Bachelor degree,Full time,38.5833333333333,NA,Yes,Yes
3_59,3,2019-05-15T10:05:28Z,1980,5,Male,White/Caucasian,Yes,Bachelor degree,Full time,39,NA,Yes,Yes
3_60,3,2019-05-15T10:04:57Z,1987,1,Male,White/Caucasian,Yes,Bachelor degree,Full time,32.3333333333333,NA,Yes,Yes
3_61,3,2019-05-15T10:12:32Z,1992,3,Male,White/Caucasian,Yes,Bachelor degree,Prefer not to say,27.1666666666667,NA,Yes,Yes
3_62,3,2019-05-15T10:24:32Z,1991,10,Male,White/Caucasian,Yes,Bachelor degree,Full time,27.5833333333333,NA,Yes,Yes
3_63,3,2019-05-15T10:17:38Z,1992,1,Male,Hispanic,Yes,Bachelor degree,Full time,27.3333333333333,NA,Yes,Yes
3_65,3,2019-05-15T10:18:16Z,1988,7,Male,White/Caucasian,Yes,Bachelor degree,Full time,30.8333333333333,NA,Yes,Yes
3_66,3,2019-05-15T10:04:18Z,1992,1,Male,White/Caucasian,Yes,High School,Part time,27.3333333333333,NA,Yes,Yes
3_67,3,2019-05-15T10:06:20Z,1980,4,Male,White/Caucasian,Yes,Bachelor degree,Full time,39.0833333333333,NA,Yes,Yes
3_68,3,2019-05-15T10:15:50Z,1973,7,Male,White/Caucasian,Yes,"Trade, technical or vocational training",Part time,45.8333333333333,NA,Yes,Yes
3_69,3,2019-05-15T10:12:24Z,1987,9,Male,White/Caucasian,Yes,High School,Not employed,31.6666666666667,NA,Yes,Yes
3_70,3,2019-05-15T10:05:15Z,1992,3,Female,White/Caucasian,Yes,Bachelor degree,Student,27.1666666666667,NA,Yes,Yes
3_71,3,2019-05-15T10:33:06Z,1986,10,Male,Other Asian,No,Prefer not to say,Full time,32.5833333333333,NA,Yes,Yes
3_72,3,2019-05-15T10:37:23Z,1981,8,Female,White/Caucasian,Yes,High School,Full time,37.75,NA,Yes,Yes
3_73,3,2019-05-15T10:05:03Z,1987,11,Male,White/Caucasian,Yes,Bachelor degree,Full time,31.5,NA,Yes,Yes
3_74,3,2019-05-15T10:39:18Z,1980,4,Female,Middle Eastern,Yes,High School,"Student,Part time",39.0833333333333,NA,Yes,Yes
3_75,3,2019-05-15T10:58:13Z,1965,1,Male,White/Caucasian,Yes,High School,Full time,54.3333333333333,NA,Yes,Yes
3_76,3,2019-05-15T11:01:12Z,1991,12,Female,White/Caucasian,Yes,Bachelor degree,Full time,27.4166666666667,NA,Yes,Yes
3_77,3,2019-05-15T10:06:55Z,1982,9,Female,White/Caucasian,Yes,Bachelor degree,Not employed,36.6666666666667,NA,Yes,Yes
3_78,3,2019-05-15T10:08:38Z,1992,9,Male,African or African American,No,Bachelor degree,Full time,26.6666666666667,NA,Yes,Yes
3_79,3,2019-05-15T11:09:56Z,1985,3,Female,White/Caucasian,Yes,"Trade, technical or vocational training",Full time,34.1666666666667,NA,Yes,Yes
3_80,3,2019-05-15T11:16:18Z,1989,7,Female,Hispanic,Yes,Bachelor degree,Full time,29.8333333333333,NA,Yes,Yes
3_82,3,2019-05-15T10:19:45Z,1985,7,Female,White/Caucasian,Yes,"Trade, technical or vocational training",Part time,33.8333333333333,NA,Yes,Yes
3_83,3,2019-05-15T10:59:02Z,1996,4,Male,African or African American,Yes,Bachelor degree,Part time,23.0833333333333,NA,Yes,Yes
3_84,3,2019-05-15T11:30:36Z,1981,12,Male,White/Caucasian,Yes,Bachelor degree,Full time,37.4166666666667,NA,Yes,Yes
3_85,3,2019-05-15T11:27:01Z,1968,1,Female,White/Caucasian,Yes,Postgraduate degree,Full time,51.3333333333333,NA,Yes,Yes
3_86,3,2019-05-15T11:43:04Z,1995,10,Male,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,Bachelor degree,Full time,23.5833333333333,NA,Yes,Yes
3_88,3,2019-05-15T11:23:53Z,1980,5,Male,White/Caucasian,Yes,Bachelor degree,Full time,39,NA,Yes,Yes
3_89,3,2019-05-15T11:23:03Z,1986,1,Female,African or African American,Yes,"Trade, technical or vocational training",Full time,33.3333333333333,NA,Yes,Yes
3_90,3,2019-05-15T11:36:06Z,1983,11,Female,Hispanic,Yes,Bachelor degree,Full time,35.5,NA,Yes,Yes
3_91,3,2019-05-15T11:13:30Z,1970,8,Female,White/Caucasian,Yes,High School,Part time,48.75,NA,Yes,Yes
3_92,3,2019-05-15T11:45:07Z,1989,3,Female,Other Asian,Yes,Bachelor degree,Full time,30.1666666666667,NA,Yes,Yes
3_93,3,2019-05-15T11:27:16Z,1982,4,Male,White/Caucasian,Yes,High School,Full time,37.0833333333333,NA,Yes,Yes
3_94,3,2019-05-15T11:27:06Z,1982,12,Male,White/Caucasian,Yes,"Trade, technical or vocational training",Full time,36.4166666666667,NA,Yes,Yes
3_95,3,2019-05-15T10:09:47Z,1991,10,Male,Hispanic,Yes,High School,Full time,27.5833333333333,NA,Yes,Yes
3_96,3,2019-05-15T11:45:26Z,1980,5,Male,White/Caucasian,Yes,High School,Not employed,39,NA,Yes,Yes
3_97,3,2019-05-15T11:18:28Z,1977,3,Male,White/Caucasian,Yes,High School,Full time,42.1666666666667,NA,Yes,Yes
3_98,3,2019-05-15T12:02:32Z,1987,5,Male,"White/Caucasian,Hispanic",Yes,"Trade, technical or vocational training",Full time,32,NA,Yes,Yes
3_99,3,2019-05-15T11:28:46Z,1989,7,Male,White/Caucasian,Yes,"Trade, technical or vocational training",Full time,29.8333333333333,NA,Yes,Yes
3_100,3,2019-05-15T11:42:44Z,1990,4,Male,White/Caucasian,Yes,Postgraduate degree,Full time,29.0833333333333,NA,Yes,Yes
3_101,3,2019-05-15T11:50:24Z,1987,1,Female,Other Asian,Yes,"Trade, technical or vocational training",Full time,32.3333333333333,NA,Yes,Yes
3_104,3,2019-05-15T13:08:26Z,1983,2,Female,African or African American,Yes,Bachelor degree,Full time,36.25,NA,Yes,Yes
3_105,3,2019-05-15T13:21:55Z,1984,4,Male,African or African American,Yes,Bachelor degree,Full time,35.0833333333333,NA,Yes,Yes
3_107,3,2019-05-15T13:09:43Z,1994,5,Male,Other Asian,Yes,Bachelor degree,Full time,25,NA,Yes,Yes
3_108,3,2019-05-15T13:07:03Z,1997,2,Female,White/Caucasian,Yes,Bachelor degree,Part time,22.25,NA,Yes,Yes
3_109,3,2019-05-15T13:45:25Z,1994,8,Male,Hispanic,Yes,Bachelor degree,Full time,24.75,NA,Yes,Yes
3_110,3,2019-05-15T14:10:09Z,1963,1,Female,White/Caucasian,Yes,Bachelor degree,Full time,56.3333333333333,NA,Yes,Yes
3_111,3,2019-05-15T15:18:32Z,1959,4,Female,White/Caucasian,Yes,High School,Full time,60.0833333333333,NA,Yes,Yes
3_112,3,2019-05-15T17:29:15Z,1988,9,Female,White/Caucasian,Yes,High School,Full time,30.6666666666667,NA,Yes,Yes
3_114,3,2019-05-16T10:00:58Z,1979,7,Male,White/Caucasian,Yes,Postgraduate degree,Full time,39.8333333333333,NA,Yes,Yes
3_115,3,2019-05-16T10:00:22Z,1983,5,Male,White/Caucasian,Yes,Bachelor degree,Full time,36,NA,Yes,Yes
3_116,3,2019-05-16T10:00:08Z,1983,1,Female,White/Caucasian,Yes,High School,Full time,36.3333333333333,NA,Yes,Yes
3_117,3,2019-05-16T10:04:03Z,1991,6,Female,White/Caucasian,Yes,High School,Part time,27.9166666666667,NA,Yes,Yes
3_118,3,2019-05-16T10:00:36Z,1985,5,Male,White/Caucasian,Yes,High School,Full time,34,NA,Yes,Yes
3_119,3,2019-05-16T10:00:31Z,1958,10,Female,White/Caucasian,Yes,NA,Retired,60.5833333333333,NA,Yes,Yes
3_120,3,2019-05-16T10:00:21Z,1990,5,Male,White/Caucasian,Yes,"Trade, technical or vocational training","Student,Full time",29,NA,Yes,Yes
3_121,3,2019-05-16T10:02:37Z,1990,9,Male,White/Caucasian,Yes,Postgraduate degree,Full time,28.6666666666667,NA,Yes,Yes
3_122,3,2019-05-16T10:01:53Z,1986,12,Female,White/Caucasian,Yes,High School,Full time,32.4166666666667,NA,Yes,Yes
3_123,3,2019-05-16T10:02:49Z,1990,5,Male,White/Caucasian,Yes,Bachelor degree,Part time,29,NA,Yes,Yes
3_124,3,2019-05-16T10:01:20Z,1959,3,Female,White/Caucasian,Yes,Bachelor degree,Not employed,60.1666666666667,NA,Yes,Yes
3_125,3,2019-05-16T10:00:15Z,1987,7,Male,White/Caucasian,Yes,Bachelor degree,Full time,31.8333333333333,NA,Yes,Yes
3_126,3,2019-05-16T10:00:24Z,1970,4,Female,White/Caucasian,Yes,Bachelor degree,Full time,49.0833333333333,NA,Yes,Yes
3_127,3,2019-05-16T10:08:02Z,1990,1,Male,White/Caucasian,Yes,Bachelor degree,Full time,29.3333333333333,NA,Yes,Yes
3_128,3,2019-05-16T10:04:58Z,1987,6,Female,White/Caucasian,Yes,Bachelor degree,Full time,31.9166666666667,NA,Yes,Yes
3_129,3,2019-05-16T10:11:57Z,1951,11,Male,White/Caucasian,Yes,"Trade, technical or vocational training",Full time,67.5,NA,Yes,Yes
3_130,3,2019-05-16T10:00:44Z,1979,8,Female,White/Caucasian,Yes,Postgraduate degree,Full time,39.75,NA,Yes,Yes
3_131,3,2019-05-16T10:14:49Z,1993,8,Male,White/Caucasian,Yes,Bachelor degree,Full time,25.75,NA,Yes,Yes
3_132,3,2019-05-16T10:00:17Z,1991,9,Male,White/Caucasian,Yes,Bachelor degree,Full time,27.6666666666667,NA,Yes,Yes
3_133,3,2019-05-16T10:16:35Z,1991,10,Male,White/Caucasian,Yes,"Trade, technical or vocational training",Full time,27.5833333333333,NA,Yes,Yes
3_134,3,2019-05-16T10:17:17Z,1997,11,Female,White/Caucasian,Yes,"Trade, technical or vocational training",Student,21.5,NA,Yes,Yes
3_135,3,2019-05-16T10:03:41Z,1957,10,Male,White/Caucasian,Yes,"Trade, technical or vocational training",Full time,61.5833333333333,NA,Yes,Yes
3_136,3,2019-05-16T10:02:18Z,1980,4,Male,White/Caucasian,Yes,"Trade, technical or vocational training",Prefer not to say,39.0833333333333,NA,Yes,Yes
3_137,3,2019-05-16T10:00:12Z,1965,6,Male,African or African American,Yes,Bachelor degree,Full time,53.9166666666667,NA,Yes,Yes
3_138,3,2019-05-16T10:00:53Z,1989,8,Female,White/Caucasian,Yes,High School,"Student,Full time",29.75,NA,Yes,Yes
3_139,3,2019-05-16T10:07:42Z,1992,1,Male,White/Caucasian,Yes,"Trade, technical or vocational training",Full time,27.3333333333333,NA,Yes,Yes
3_140,3,2019-05-16T10:11:04Z,1984,12,Male,White/Caucasian,Yes,Bachelor degree,Full time,34.4166666666667,NA,Yes,Yes
3_141,3,2019-05-16T10:20:28Z,1954,10,Female,White/Caucasian,Yes,High School,Part time,64.5833333333333,NA,Yes,Yes
3_142,3,2019-05-16T10:21:05Z,1984,12,Female,White/Caucasian,Yes,Postgraduate degree,Not employed,34.4166666666667,NA,Yes,Yes
3_143,3,2019-05-16T10:19:26Z,1985,11,Male,White/Caucasian,Yes,"Trade, technical or vocational training",Full time,33.5,NA,Yes,Yes
3_144,3,2019-05-16T10:35:11Z,1991,12,Female,White/Caucasian,Yes,Bachelor degree,Part time,27.4166666666667,NA,Yes,Yes
3_146,3,2019-05-16T10:39:08Z,1989,3,Female,White/Caucasian,Yes,High School,Not employed,30.1666666666667,NA,Yes,Yes
3_147,3,2019-05-16T10:42:36Z,1990,12,Male,White/Caucasian,Yes,Bachelor degree,Not employed,28.4166666666667,NA,Yes,Yes
3_148,3,2019-05-16T10:07:53Z,1996,3,Male,White/Caucasian,Yes,High School,Student,23.1666666666667,NA,Yes,Yes
3_149,3,2019-05-16T10:29:59Z,1972,11,Male,White/Caucasian,Yes,Bachelor degree,Full time,46.5,NA,Yes,Yes
3_150,3,2019-05-16T10:46:15Z,1988,7,Male,White/Caucasian,Yes,Bachelor degree,Full time,30.8333333333333,NA,Yes,Yes
3_151,3,2019-05-16T10:11:24Z,1976,7,Male,White/Caucasian,Yes,Bachelor degree,Full time,42.8333333333333,NA,Yes,Yes
3_152,3,2019-05-16T10:15:02Z,1963,12,Female,White/Caucasian,Yes,High School,Full time,55.4166666666667,NA,Yes,Yes
3_153,3,2019-05-16T10:59:02Z,1963,8,Male,White/Caucasian,Yes,High School,Full time,55.75,NA,Yes,Yes
3_154,3,2019-05-16T10:34:44Z,1968,1,Female,White/Caucasian,Yes,High School,Part time,51.3333333333333,NA,Yes,Yes
3_155,3,2019-05-16T10:35:38Z,1995,2,Female,African or African American,Yes,High School,Full time,24.25,NA,Yes,Yes
3_156,3,2019-05-16T10:00:32Z,1975,12,Male,White/Caucasian,Yes,"Trade, technical or vocational training",Full time,43.4166666666667,NA,Yes,Yes
3_157,3,2019-05-16T10:56:02Z,1989,1,Male,African or African American,Yes,Bachelor degree,Full time,30.3333333333333,NA,Yes,Yes
3_158,3,2019-05-16T10:15:58Z,1983,1,Male,African or African American,Yes,Bachelor degree,Full time,36.3333333333333,NA,Yes,Yes
3_159,3,2019-05-16T11:01:23Z,1966,6,Male,White/Caucasian,Yes,Postgraduate degree,Full time,52.9166666666667,NA,Yes,Yes
3_160,3,2019-05-16T10:01:35Z,1984,6,Male,Hispanic,Yes,High School,Full time,34.9166666666667,NA,Yes,Yes
3_162,3,2019-05-16T10:12:16Z,1973,3,Female,White/Caucasian,Yes,"Trade, technical or vocational training",Part time,46.1666666666667,NA,Yes,Yes
3_163,3,2019-05-16T10:42:26Z,1985,9,Female,African or African American,Yes,"Trade, technical or vocational training",Full time,33.6666666666667,NA,Yes,Yes
3_164,3,2019-05-16T10:50:19Z,1988,3,Male,Hispanic,Yes,Bachelor degree,Full time,31.1666666666667,NA,Yes,Yes
3_165,3,2019-05-16T11:43:36Z,1993,7,Male,White/Caucasian,Yes,Bachelor degree,Full time,25.8333333333333,NA,Yes,Yes
3_166,3,2019-05-16T10:26:39Z,1984,12,Female,White/Caucasian,Yes,Bachelor degree,Full time,34.4166666666667,NA,Yes,Yes
3_167,3,2019-05-16T11:33:49Z,1987,7,Male,White/Caucasian,Yes,Bachelor degree,Not employed,31.8333333333333,NA,Yes,Yes
3_169,3,2019-05-16T11:53:18Z,1992,3,Female,"White/Caucasian,African or African American,Hispanic",Yes,High School,Full time,27.1666666666667,NA,Yes,Yes
3_170,3,2019-05-16T11:43:40Z,1989,9,Female,White/Caucasian,Yes,Postgraduate degree,Full time,29.6666666666667,NA,Yes,Yes
3_171,3,2019-05-16T11:46:59Z,1958,6,Female,White/Caucasian,Yes,Bachelor degree,Part time,60.9166666666667,NA,Yes,Yes
3_172,3,2019-05-16T10:57:12Z,1985,10,Male,"White/Caucasian,Other Asian,Other",Yes,"Trade, technical or vocational training",Part time,33.5833333333333,NA,Yes,Yes
3_173,3,2019-05-16T12:04:27Z,1986,8,Male,White/Caucasian,Yes,High School,Full time,32.75,NA,Yes,Yes
3_174,3,2019-05-16T11:11:42Z,1984,10,Female,African or African American,Yes,Postgraduate degree,Part time,34.5833333333333,NA,Yes,Yes
3_175,3,2019-05-16T12:20:57Z,1992,10,Male,White/Caucasian,Yes,High School,Full time,26.5833333333333,NA,Yes,Yes
3_176,3,2019-05-16T12:19:25Z,1955,1,Female,White/Caucasian,Yes,"Trade, technical or vocational training",Retired,64.3333333333333,NA,Yes,Yes
3_177,3,2019-05-16T12:03:03Z,1990,9,Female,White/Caucasian,Yes,Bachelor degree,Full time,28.6666666666667,NA,Yes,Yes
3_178,3,2019-05-16T11:50:49Z,1970,7,Male,Hispanic,Yes,Postgraduate degree,Full time,48.8333333333333,NA,Yes,Yes
3_179,3,2019-05-16T12:47:48Z,1990,1,Male,White/Caucasian,Yes,Bachelor degree,Full time,29.3333333333333,NA,Yes,Yes
3_180,3,2019-05-16T12:37:02Z,1973,12,Male,White/Caucasian,Yes,"Trade, technical or vocational training",Full time,45.4166666666667,NA,Yes,Yes
3_182,3,2019-05-16T13:08:17Z,1984,2,Male,White/Caucasian,Yes,Bachelor degree,Full time,35.25,NA,Yes,Yes
3_183,3,2019-05-16T13:06:53Z,1983,10,Female,White/Caucasian,Yes,Bachelor degree,Not employed,35.5833333333333,NA,Yes,Yes
3_184,3,2019-05-16T13:02:06Z,1991,7,Male,White/Caucasian,Yes,Bachelor degree,Full time,27.8333333333333,NA,Yes,Yes
3_185,3,2019-05-16T13:20:06Z,1989,2,Male,White/Caucasian,Yes,High School,Part time,30.25,NA,Yes,Yes
3_186,3,2019-05-16T11:41:58Z,1997,3,Female,African or African American,Yes,High School,"Student,Full time",22.1666666666667,NA,Yes,Yes
3_187,3,2019-05-16T13:24:19Z,1992,3,Male,White/Caucasian,Yes,High School,Full time,27.1666666666667,NA,Yes,Yes
